Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscVal,SaleCondition,Age,Re_Age,TotalFullBath,TotalHalfBath,SeasonSold,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,LogSalePrice
397,RL,60.0,7200,Pave,Reg,Low,Inside,Gtl,CollgCr,1Fam,1Story,5,MetalSd,TA,CBlock,TA,TA,Av,894,TA,Y,894,TA,6,Typ,None,Detchd,2,Y,215,0,0,0,None,0,Normal,37,37,1,0,Fall,0,0,0,0,0,0,0,0,11.719939634354555
398,RL,69.0,7590,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,5,VinylSd,TA,CBlock,TA,TA,No,864,TA,Y,1812,TA,8,Typ,TA,Attchd,1,Y,0,168,0,0,None,0,Normal,45,45,2,0,Summer,0,0,0,1,0,0,0,0,12.040608205802641
399,RM,60.0,8967,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,1Fam,1Story,5,MetalSd,TA,BrkTil,Fa,Po,No,961,Gd,Y,1077,TA,6,NonTyp,None,Detchd,1,N,0,0,0,0,None,0,Abnorml,87,57,1,0,Fall,0,0,0,0,0,0,0,0,11.112447898373103
400,FV,65.0,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,CemntBd,Gd,PConc,Gd,TA,No,1092,Ex,Y,1550,Gd,7,Typ,None,Attchd,2,Y,0,168,0,0,None,0,Normal,3,2,3,0,Fall,0,0,0,0,0,0,0,0,12.392552212472792
401,RL,38.0,14963,Pave,IR2,Lvl,Inside,Gtl,Veenker,TwnhsE,1Story,8,BrkFace,Gd,PConc,Gd,TA,No,1260,Ex,Y,1288,Ex,4,Typ,Gd,Attchd,2,Y,120,30,224,0,None,0,Normal,12,12,2,1,Winter,0,0,0,0,0,0,0,0,12.411052226216713
402,RL,65.0,8767,Pave,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1310,Ex,Y,1310,Gd,6,Typ,Gd,Attchd,2,Y,0,0,0,0,None,0,Partial,1,1,2,0,Summer,0,0,0,0,0,0,0,0,12.01364014498549
403,RL,60.0,10200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,Wd Sdng,TA,PConc,TA,TA,No,672,Ex,Y,672,TA,4,Typ,None,Detchd,1,N,168,0,0,0,GdPrv,0,Normal,68,11,1,0,Summer,0,0,0,0,0,0,0,0,11.589886506106357
404,RL,93.0,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,1141,Gd,Y,2263,Gd,10,Typ,TA,BuiltIn,2,Y,144,123,0,0,None,0,Abnorml,8,8,2,1,Summer,0,0,0,0,0,0,0,0,12.460714863903755
405,RL,10237.0,10364,Pave,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,MetalSd,TA,PConc,Gd,TA,No,806,Gd,Y,1572,TA,7,Typ,TA,BuiltIn,2,Y,0,40,0,0,None,0,Normal,12,11,2,1,Spring,0,0,0,0,0,0,0,0,12.031719258385396
406,RL,8873.0,9991,Pave,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,4,Plywood,TA,CBlock,TA,TA,No,1281,Ex,Y,1620,TA,8,NonTyp,TA,Attchd,2,Y,120,78,0,0,GdWo,0,Normal,33,16,3,0,Summer,0,1,0,0,0,0,0,0,11.918390573078392
407,RL,51.0,10480,Pave,Reg,Lvl,Inside,Gtl,SWISU,1Fam,1.5Fin,6,MetalSd,TA,BrkTil,TA,TA,No,1064,Ex,Y,1639,TA,6,NonTyp,None,Detchd,1,Y,0,0,0,0,None,0,Normal,72,58,1,0,Spring,0,0,0,0,0,0,0,0,11.652687407345388
408,RL,63.0,15576,Pave,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,6,Wd Sdng,TA,BrkTil,Gd,TA,No,840,Ex,Y,1680,TA,8,Typ,None,Attchd,1,Y,0,0,0,0,None,0,Normal,93,32,2,0,Spring,0,0,0,0,0,0,0,0,12.083905011555967
409,RL,109.0,14154,Pave,Reg,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,7,VinylSd,Gd,PConc,Ex,Gd,No,1063,Ex,Y,2172,Gd,9,Typ,Gd,Attchd,3,Y,192,62,0,0,None,0,Partial,1,1,2,1,Summer,0,0,0,0,0,0,0,0,12.542544882151386
410,FV,85.0,10800,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,VinylSd,Gd,PConc,Ex,TA,No,1034,Ex,Y,2078,Ex,8,Typ,Gd,Attchd,3,Y,0,102,0,0,None,0,Partial,1,0,3,1,Spring,0,0,0,0,0,0,0,0,12.73596533201339
411,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,BrkComm,TA,CBlock,TA,Fa,No,1276,TA,Y,1276,TA,5,NonTyp,None,Attchd,1,Y,0,0,0,0,None,0,Abnorml,51,51,1,0,Summer,0,0,0,0,0,0,0,0,11.002099841204238
412,RL,100.0,34650,Pave,Reg,Bnk,Inside,Gtl,Gilbert,2fmCon,1Story,5,Wd Sdng,TA,CBlock,TA,TA,Mn,1056,TA,N,1056,TA,5,Typ,None,Attchd,2,Y,264,0,0,0,None,0,Normal,51,51,2,0,Winter,0,0,0,0,0,0,0,0,11.884489021402711
413,FV,46.130795025559344,4403,Pave,IR2,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,MetalSd,Ex,PConc,Ex,TA,Av,1470,Ex,Y,1478,Gd,7,Typ,Gd,Attchd,2,Y,0,144,0,0,None,0,Partial,1,1,3,1,Summer,0,0,0,0,0,0,0,0,12.310432660854417
414,RM,56.0,8960,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,WdShing,TA,CBlock,TA,TA,No,1008,Gd,Y,1028,TA,5,Typ,Gd,Detchd,2,Y,0,0,0,0,None,0,Normal,83,60,1,0,Spring,1,0,0,0,0,0,0,0,11.652687407345388
415,RL,59.0,11228,Pave,IR2,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,1080,Ex,Y,2097,Gd,9,Typ,TA,Attchd,3,Y,196,187,0,0,None,0,Normal,15,15,2,2,Winter,0,0,0,0,0,0,0,0,12.337100907936577
416,RL,73.0,8899,Pave,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,Av,1340,Ex,Y,1340,Gd,6,Typ,None,Attchd,2,Y,100,30,0,0,None,0,Partial,0,0,2,0,Summer,0,0,0,0,0,0,0,0,12.106992367829498
417,RL,74.0,7844,Pave,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,2Story,6,HdBoard,TA,CBlock,TA,TA,No,672,TA,Y,1400,TA,6,Typ,TA,Attchd,2,Y,0,0,0,0,None,0,Normal,28,28,1,1,Spring,0,0,0,0,0,0,0,0,11.915051671812877
418,RL,86.0,22420,Pave,IR1,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,6,Wd Sdng,TA,BrkTil,Gd,TA,No,1370,TA,N,2624,TA,10,Typ,Gd,Detchd,3,N,0,0,0,0,None,0,Normal,89,57,3,1,Fall,0,1,0,0,0,0,0,0,12.384218830913648
419,RL,60.0,8160,Pave,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,MetalSd,TA,BrkTil,TA,TA,No,756,Fa,N,1134,TA,7,Typ,None,Detchd,1,N,0,0,0,0,None,0,AdjLand,67,57,2,1,Spring,0,0,0,0,0,0,0,0,11.744037185933616
420,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,VinylSd,TA,CBlock,TA,TA,No,1056,Ex,Y,1056,TA,6,Typ,Fa,Attchd,1,Y,0,85,0,0,None,0,Normal,42,42,2,0,Summer,0,0,0,0,0,0,0,0,11.863582336583399
421,RM,78.0,7060,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,SFoyer,7,VinylSd,TA,PConc,Gd,Gd,Gd,1344,Ex,Y,1344,TA,8,Typ,None,Attchd,4,Y,0,0,0,0,None,0,Alloca,11,10,4,0,Fall,0,0,0,0,0,0,0,0,12.237086699059343
422,RL,10625.0,16635,Pave,IR1,Lvl,FR2,Gtl,NWAmes,1Fam,1Story,6,CemntBd,Gd,CBlock,Gd,TA,No,1602,Gd,Y,1602,Gd,8,Typ,TA,Attchd,2,Y,240,0,0,0,None,0,Normal,32,9,2,1,Summer,0,0,0,0,0,0,0,0,12.2783933071098
423,RL,100.0,21750,Pave,Reg,HLS,Inside,Mod,Mitchel,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,988,Ex,Y,988,TA,4,Typ,None,Attchd,2,N,0,0,0,0,None,0,Normal,54,54,1,0,Winter,1,0,0,0,0,0,0,0,11.635143097694478
424,RL,80.0,9200,Pave,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,1470,Gd,Y,2630,Gd,8,Typ,TA,Attchd,3,Y,0,66,0,0,None,0,Normal,10,10,3,1,Summer,0,0,0,0,0,0,0,0,12.66032791780777
425,RL,72.0,9000,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,Wd Sdng,TA,CBlock,Gd,TA,No,1196,Gd,Y,1196,TA,6,Typ,Gd,Attchd,1,Y,0,44,0,0,None,0,Normal,52,52,2,0,Spring,0,0,0,0,0,0,0,0,11.842229212112828
426,RM,60.0,3378,Pave,Reg,HLS,Inside,Gtl,OldTown,1Fam,2Story,7,HdBoard,TA,CBlock,TA,TA,No,651,Gd,Y,1389,TA,6,Typ,Gd,Detchd,1,N,0,0,0,0,None,0,Normal,63,17,1,1,Fall,0,0,0,0,0,0,0,0,11.813030057420567
427,RL,9304.0,12800,Pave,Reg,Low,Inside,Mod,SawyerW,1Fam,SLvl,7,Wd Sdng,Gd,PConc,Gd,TA,Gd,1518,Gd,Y,1644,Gd,5,Typ,TA,Attchd,2,Y,80,0,396,0,None,0,Normal,20,20,3,1,Summer,0,0,0,0,0,0,0,0,12.524526376648708
428,RL,77.0,8593,Pave,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,MetalSd,TA,CBlock,TA,TA,No,907,Ex,Y,907,TA,5,Typ,None,Detchd,1,Y,0,0,0,0,None,0,Normal,51,51,1,0,Summer,0,0,0,0,0,0,0,0,11.59917655301345
429,RL,64.0,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1208,Ex,Y,1208,Gd,6,Typ,None,Attchd,2,Y,105,54,0,0,None,0,Partial,0,0,3,0,Fall,0,0,0,0,0,0,0,0,12.182804018590819
430,RL,130.0,11457,Pave,IR1,Lvl,Corner,Gtl,Timber,1Fam,1Story,6,HdBoard,TA,CBlock,Gd,TA,Mn,1392,TA,Y,1412,Gd,6,Typ,TA,Attchd,2,Y,0,0,0,0,None,0,Normal,21,21,3,0,Spring,0,0,0,0,0,0,0,0,12.072541252905651
431,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,6,HdBoard,TA,CBlock,TA,TA,No,483,TA,Y,987,TA,4,Typ,None,Detchd,1,Y,0,0,0,0,None,0,Abnorml,37,37,1,1,Summer,0,0,0,0,0,0,0,0,11.355101379776661
432,RM,60.0,5586,Pave,IR1,Bnk,Inside,Gtl,OldTown,1Fam,1.5Fin,6,MetalSd,TA,BrkTil,TA,TA,No,901,Gd,Y,1198,TA,7,Typ,None,None,0,N,0,98,0,0,MnPrv,0,Abnorml,88,10,1,0,Fall,0,1,0,0,0,0,0,0,11.288531131754366
433,RM,24.0,1920,Pave,Reg,Lvl,Inside,Gtl,BrDale,TwnhsE,2Story,5,HdBoard,TA,CBlock,TA,TA,No,765,Ex,Y,1365,TA,6,NonTyp,None,Detchd,2,Y,240,36,0,0,None,0,Normal,36,36,2,1,Summer,0,0,0,0,0,0,0,0,11.715866308966918
434,RL,100.0,10839,Pave,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,VinylSd,TA,PConc,Gd,TA,No,926,Ex,Y,1604,TA,7,Typ,TA,Attchd,2,Y,0,36,0,0,None,0,Normal,11,10,2,1,Summer,0,0,0,0,0,0,0,0,12.106252310247962
435,RM,21.0,1890,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,CemntBd,TA,CBlock,Gd,TA,Av,630,Gd,Y,630,TA,3,Typ,None,None,0,Y,88,0,0,0,None,0,Normal,36,36,2,0,Summer,0,0,0,0,0,0,0,0,11.302204433654575
436,RL,43.0,10667,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,Av,799,Ex,Y,1661,Gd,6,Typ,TA,Attchd,2,Y,158,61,0,0,None,0,Normal,13,13,3,1,Spring,0,0,0,1,0,0,0,0,12.26434155365415
437,RM,40.0,4400,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,6,Stucco,TA,BrkTil,Fa,TA,No,648,TA,Y,1118,TA,6,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Normal,86,56,1,0,Fall,0,0,0,0,0,0,0,0,11.661345470088502
438,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Unf,6,Wd Sdng,Gd,PConc,TA,TA,No,884,Gd,Y,904,TA,4,Typ,None,Detchd,1,Y,0,0,0,0,None,0,Normal,83,5,1,0,Winter,0,0,0,0,0,0,0,0,11.686878772093667
439,RL,40.0,4280,Pave,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,1Story,5,WdShing,TA,PConc,TA,TA,No,440,TA,N,694,Gd,4,Typ,Gd,Detchd,1,N,0,0,0,0,MnPrv,0,Normal,94,5,1,0,Spring,0,0,0,0,0,0,0,0,11.411446296020374
440,RL,67.0,12354,Pave,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1.5Fin,6,Wd Sdng,TA,BrkTil,TA,Fa,Mn,684,Gd,Y,1196,Gd,7,Typ,None,Detchd,2,Y,0,46,0,0,GdPrv,800,Normal,89,9,1,0,Summer,0,0,0,0,0,0,0,0,11.608235644774552
441,RL,105.0,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,VinylSd,Ex,PConc,Ex,TA,Gd,3094,Ex,Y,2402,Ex,10,Typ,Gd,Attchd,3,Y,0,72,170,0,None,0,Normal,1,1,3,0,Spring,0,0,0,0,0,0,0,0,13.226723392728571
442,RL,92.0,12108,Pave,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,4,VinylSd,TA,CBlock,TA,TA,No,1440,TA,N,1440,Fa,8,Typ,None,None,0,Y,0,0,0,0,None,0,Normal,53,53,2,0,Fall,0,0,0,0,0,0,0,0,11.678439903447801
443,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,MetalSd,TA,PConc,TA,TA,No,1078,TA,Y,1573,TA,8,Typ,Gd,Detchd,2,N,0,0,0,0,None,0,Normal,78,16,2,0,Summer,0,0,0,0,0,0,0,0,12.000891794590137
444,RL,53.0,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,WdShing,Gd,PConc,Ex,TA,Av,1258,Ex,Y,1258,Gd,6,Typ,Gd,Attchd,3,Y,144,16,0,0,None,0,Partial,1,0,2,0,Summer,0,0,0,0,0,0,0,0,12.058152515453552
445,RL,70.0,8750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,915,Ex,Y,1908,Gd,8,Typ,TA,Attchd,2,Y,144,133,0,0,None,0,Normal,14,13,3,1,Summer,0,0,0,0,0,0,0,0,12.254862809699606
446,RL,73.0,9855,Pave,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,6,Wd Sdng,TA,CBlock,TA,TA,No,1436,Fa,Y,1689,TA,7,Typ,Gd,Attchd,2,Y,0,0,0,0,MnPrv,0,Normal,53,53,1,0,Fall,0,0,0,0,0,0,0,0,11.755871643580617
447,RL,137.0,16492,Pave,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,BrkFace,Gd,CBlock,TA,TA,No,1517,Ex,Y,1888,Gd,6,NonTyp,Gd,Attchd,2,Y,0,0,0,0,None,0,Normal,44,8,2,1,Summer,0,0,1,0,0,0,0,0,12.154779351142624
448,RL,10237.0,11214,Pave,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,7,VinylSd,Gd,PConc,Gd,TA,No,930,Gd,Y,1886,Gd,10,Typ,TA,Attchd,2,Y,89,0,0,0,None,0,Normal,8,7,2,1,Summer,0,0,0,0,0,0,0,0,12.205572520488492
449,RM,50.0,8600,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,1Fam,1.5Fin,6,MetalSd,TA,BrkTil,TA,TA,No,780,TA,Y,1376,TA,7,Typ,Gd,Detchd,1,N,0,0,0,0,None,0,Normal,69,56,2,0,Summer,0,0,0,0,0,0,0,0,11.691071650353702
450,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,3,MetalSd,TA,CBlock,TA,TA,No,649,Ex,Y,1183,TA,6,Typ,None,Detchd,1,Y,0,176,0,0,None,0,Normal,59,5,1,1,Summer,0,0,0,0,0,0,0,0,11.695247021764184
451,RM,70.0,5684,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,6,Wd Sdng,TA,BrkTil,TA,TA,No,813,Ex,Y,813,Gd,5,Typ,None,Detchd,1,N,0,113,0,0,None,0,Normal,76,1,1,0,Summer,0,0,0,0,0,0,0,0,11.608235644774552
452,RL,62.0,70761,Pave,IR1,Low,Inside,Mod,ClearCr,1Fam,1Story,7,Plywood,TA,CBlock,Gd,TA,Gd,1533,TA,Y,1533,Gd,5,Typ,TA,Attchd,2,Y,200,54,0,0,None,0,Normal,31,31,3,0,Winter,0,0,0,0,0,0,0,0,12.542544882151386
453,RL,12540.5,9303,Pave,IR1,Lvl,Corner,Gtl,Timber,1Fam,2Story,6,VinylSd,Gd,PConc,Ex,TA,No,872,Ex,Y,1756,TA,7,Typ,None,Attchd,2,Y,144,122,0,0,None,0,Normal,11,10,3,1,Summer,0,0,0,0,0,0,0,0,12.225875272826354
454,FV,75.0,9000,Pave,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,768,Ex,Y,1590,Gd,6,Typ,None,Attchd,2,Y,0,30,0,0,None,0,Normal,1,1,2,1,Summer,0,0,0,0,0,0,0,0,12.254862809699606
455,RL,63.0,9297,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,1Story,5,Plywood,TA,CBlock,TA,TA,No,1728,TA,Y,1728,TA,8,Typ,None,Detchd,2,Y,0,0,0,0,None,0,Family,30,30,4,0,Summer,0,0,0,0,0,0,0,0,12.144197241812087
456,RL,80.0,9600,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,HdBoard,TA,CBlock,TA,TA,No,1242,Fa,Y,1242,TA,6,Typ,TA,Attchd,2,Y,0,0,0,0,None,0,Normal,34,34,1,1,Fall,0,0,0,0,0,0,0,0,12.075394321888057
457,RM,34.0,4571,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,AsbShng,TA,BrkTil,TA,TA,No,624,Fa,N,1344,TA,7,Typ,None,Detchd,3,Y,0,0,0,0,None,0,Abnorml,92,58,1,0,Spring,0,0,0,0,0,0,0,0,11.49272275765271
458,RL,15593.0,53227,Pave,IR1,Low,CulDSac,Mod,ClearCr,1Fam,1Story,4,Plywood,TA,CBlock,Gd,TA,Gd,1364,Ex,Y,1663,Gd,6,NonTyp,Gd,Attchd,2,Y,224,137,0,0,None,0,Normal,54,14,2,0,Spring,0,0,0,0,0,0,0,0,12.4529327234617
459,RM,8100.0,5100,Pave,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,8,Stucco,TA,PConc,TA,TA,No,588,Fa,Y,1666,Gd,7,Typ,Gd,Detchd,1,Y,192,63,0,0,MnPrv,0,Normal,83,12,1,0,Summer,0,0,0,0,0,0,0,0,11.9891596439666
460,RL,56.566596029065,7015,Pave,IR1,Bnk,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,MetalSd,TA,CBlock,TA,TA,No,709,TA,Y,1203,Gd,5,Typ,TA,Detchd,1,Y,0,0,0,0,None,0,Normal,59,59,2,0,Summer,0,0,0,0,0,0,0,0,11.608235644774552
461,FV,75.0,8004,Pave,IR1,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,VinylSd,Gd,PConc,Gd,TA,No,832,Ex,Y,1935,TA,8,Typ,None,BuiltIn,2,Y,0,150,0,0,None,0,Partial,0,0,3,1,Winter,0,0,0,0,0,1,0,0,12.481561937216318
462,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,SWISU,1Fam,2Story,7,Wd Sdng,Gd,PConc,Gd,Gd,No,560,Ex,Y,1135,Gd,6,Typ,None,Detchd,2,Y,256,0,0,0,MnPrv,0,Normal,73,2,2,0,Spring,0,1,0,0,0,0,0,0,11.951180395901384
463,RL,60.0,8281,Pave,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,MetalSd,TA,CBlock,TA,TA,No,864,Gd,Y,864,TA,5,Typ,Po,Detchd,1,Y,0,0,0,0,GdWo,0,Normal,44,44,1,0,Winter,0,0,0,0,0,0,0,0,11.041048081342682
464,RL,74.0,11988,Pave,IR1,HLS,Inside,Mod,Crawfor,1Fam,2Story,6,Stucco,TA,CBlock,TA,TA,No,715,Fa,Y,1660,TA,6,Typ,Gd,Detchd,1,Y,0,0,0,0,None,0,Normal,74,13,1,1,Summer,0,0,0,0,0,0,0,0,12.147913731356642
465,RL,60.0,8430,Pave,Reg,HLS,Inside,Mod,CollgCr,1Fam,1Story,5,HdBoard,TA,CBlock,Gd,TA,No,1040,TA,Y,1040,TA,5,Typ,None,None,0,Y,0,0,0,0,None,0,Normal,31,31,2,0,Summer,0,0,0,0,0,0,0,0,11.728036844587175
466,RM,42.47614670255561,3072,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,VinylSd,Gd,PConc,Gd,TA,No,1375,Ex,Y,1414,Gd,6,Typ,TA,Attchd,2,Y,144,20,0,0,None,0,Normal,2,2,2,0,Spring,0,0,0,0,0,0,0,0,12.093687514935382
467,RL,85.0,10628,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,7,Plywood,TA,CBlock,TA,Gd,Gd,1277,TA,Y,1277,TA,5,Typ,Po,Attchd,2,Y,0,0,176,0,GdWo,0,Normal,37,37,2,0,Spring,0,0,0,0,0,0,0,0,12.025749091398891
468,RL,79.0,9480,Pave,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,5,MetalSd,TA,CBlock,TA,TA,No,728,Ex,Y,1644,Gd,7,Typ,Gd,Attchd,1,Y,168,0,0,0,None,0,Normal,65,12,1,1,Summer,1,0,0,0,0,0,0,0,11.894780707439258
469,RL,98.0,11428,Pave,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,VinylSd,Gd,PConc,Gd,TA,No,1626,Ex,Y,1634,Gd,7,Typ,Gd,Attchd,3,Y,0,44,0,0,None,0,Normal,1,1,2,0,Spring,0,0,0,0,0,0,0,0,12.429216196844383
470,RL,76.0,9291,Pave,IR1,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,6,HdBoard,Gd,PConc,Gd,TA,No,832,Ex,Y,1710,Gd,7,Typ,None,Attchd,2,Y,144,70,0,0,None,0,Normal,15,15,2,1,Summer,0,0,0,0,0,0,1,0,12.138863895836725
471,RL,11250.0,6820,Pave,IR1,Lvl,Corner,Gtl,StoneBr,TwnhsE,1Story,8,HdBoard,Gd,PConc,Gd,TA,Av,1488,TA,Y,1502,Gd,4,Typ,None,Attchd,2,Y,0,54,140,0,None,0,Normal,25,25,2,1,Summer,0,0,0,0,0,0,0,0,12.26434155365415
472,RL,92.0,11952,Pave,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,WdShing,TA,CBlock,Gd,TA,No,808,TA,Y,1969,TA,8,Typ,Gd,Attchd,2,Y,0,0,276,0,None,0,Normal,30,30,2,1,Fall,0,0,1,0,0,0,0,0,12.154779351142624
473,RM,35.0,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,TwnhsE,SLvl,6,VinylSd,TA,PConc,Gd,TA,Gd,547,Ex,Y,1072,TA,5,Typ,None,Basment,2,Y,0,28,0,0,None,0,Normal,3,3,2,0,Summer,0,0,0,0,0,0,0,0,11.904967552746252
474,RL,110.0,14977,Pave,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,VinylSd,Gd,PConc,Ex,TA,Gd,1976,Ex,Y,1976,Gd,7,Typ,Ex,Attchd,3,Y,250,63,0,0,None,0,Partial,1,0,3,0,Summer,0,0,0,0,0,0,0,0,12.994530005894443
475,RL,41.0,5330,Pave,Reg,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,CemntBd,Gd,PConc,Gd,TA,Av,1494,Ex,Y,1652,Ex,6,Typ,None,Attchd,2,Y,96,48,0,0,None,0,Normal,7,7,3,0,Summer,0,0,0,0,0,0,0,0,12.43320821811392
476,RL,80.0,8480,Pave,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,HdBoard,TA,CBlock,TA,TA,No,970,TA,Y,970,TA,5,Typ,None,Detchd,2,Y,0,24,192,0,None,0,Normal,44,44,2,0,Summer,0,0,0,0,0,0,0,0,11.794337924408413
477,RL,75.0,13125,Pave,Reg,Lvl,Inside,Mod,CollgCr,1Fam,1Story,6,VinylSd,TA,PConc,Gd,TA,Gd,1478,Ex,Y,1493,Gd,7,Typ,TA,Attchd,2,Y,140,39,0,0,None,0,Normal,11,10,3,0,Spring,0,0,0,0,0,0,0,0,12.249610947544657
478,RL,105.0,13693,Pave,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,VinylSd,Ex,PConc,Gd,TA,Av,2153,Ex,Y,2643,Ex,9,Typ,Gd,BuiltIn,3,Y,414,84,0,0,None,0,Normal,1,1,2,1,Spring,0,0,0,0,0,0,0,0,12.84792653170257
479,RL,79.0,10637,Pave,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,8,VinylSd,Gd,PConc,Ex,TA,Gd,1705,Ex,Y,1718,Gd,7,Typ,Gd,Attchd,3,Y,208,44,0,0,None,0,Normal,2,1,3,0,Fall,0,0,0,0,0,0,0,0,12.601487417784837
480,RM,50.0,5925,Pave,Reg,Bnk,Inside,Gtl,OldTown,1Fam,1Story,4,Stucco,TA,BrkTil,Fa,TA,No,907,TA,Y,1131,TA,7,Typ,None,Detchd,2,Y,0,72,0,0,MnPrv,0,Alloca,70,7,1,0,Spring,0,0,0,0,0,0,0,0,11.401669829409995
